meqaq	noun root	"hide that has been processed, usually be aging, to remove hair or fur"	meqaq akmagtangllaghnaken ‘make a bag out of the proccesed hide’; amiirameng meqameng nateghqaghqiisiin ‘do you have any proccessed hide for boot soles?
meqe-	verb root	to shed hair	mequq ‘it (area of skin)  shed’; meqaa ‘it (animal) shed’ /meqetaa ‘he removed the hair from it’
Meqegtaq	proper noun	projection of land into lagoon from barrier isthmus toward east end of Koozata Lagoon on St. Lawrence Is.	see Map 5 in Appendices
meqenghaq	noun root	one that is or has become furless or hairless; bald person (slang)	meqenghaq yuuk tamaa kaasimaaq ‘a bald headed man has arrived’; amiiraq meqenghaq egsimaat ‘they threw away the furless sealskin’
meqesigh-	verb root	to cause a skin to shed its hair by allowing it to age	No information given.
meqete-	verb root	to put one's lips together; to close one's mouth tightly	"Pugimaghnaqngama meqellunga meghmun qetgeghtunga. ‘When I was ready to swim, I put my lips together and jumped into the water.’ (SLI JR. DICT. 87); meqenneqesgsaghtuq ‘he kept his lips tightly shut’; meqetngwaaghtuq ‘he closed his mough tightly’"
meqlegh-	verb root	to lack something; to be poor; to be short of something; to be in need of something	"sameng piyugnameng meqleghluteng anglikat ‘they were raised without having wanted things (i.e., popular toys)’"
meqleqe-	verb root	to lack (it); be in need of (it)	tamaana meqleqluku ayuqaat ‘they were in need of those things’
meqralqagh-	verb root	to be partially furless; to have bald spots	amiiraq una meqralqaghtupigta ‘this seal skin has a lot of bald spots’; meqralqiisaqumi piniimayaghta ‘if it didn’t have bald spots it would’ve been good’
meqralqaq	noun root	bald spot(s)	meqralqaa ilaaghluku enan pinaken ‘just patch the bald spots (of the skin)’
meqsaghtugh-	verb root	to go quench one's thirst	meqsaghtughtuq ‘he went for water to drink’
meqsug-	verb root	to be thirsty	meqsugtuq ‘he's thirsty’ /
meraaghinaq	noun root	open water; nothing but water	"meghek uqlightekagka saallgaak meraaghinaatalghiik ‘the place where I was hunting had nothing but water, but ice formed on it’; meraaghinaghmi aghvengut ‘they caught a whale in open water’"
Meregta	proper noun	Maruwtu Point site on St. Lawrence Is.	see Map 7 in Appendices
Meregtemmii(t)	proper noun	a particular clan	No information given.
mesagh-	verb root	to dip something (food) into oil or the like	Chukotkan (R)
mesak	noun root	bog	"mesagtuuq ‘it is boggy, swampy’"
mesamsug-	verb root	to snack; to nibble	mesamsugtuq ‘he nibbled’
mesaqaaghaq*	noun root	snow bunting (Plectrophenax nivalis); white wagtail (Motacilla alba)	"more generally, any small bird or chick; Kingugmeng qerngughtiikut mesaqaaghaghnun neghesaghqameng. ‘We gathered worms for feeding to the little birds.’ (SLI JR. DICT. 100)"
mesaqe-	verb root	to smack with the lips; to smack feet or the like on wet surface	No information given.
mesaqegtagh-	verb root	to make a smacking sound with the feet in mud	No information given.
"mesigha-, mesighagh-"	verb root	to deny one's guilt; to deny doing what one really did do	mesighaaq or mesighaghtuq ‘he denied doing what he did’ / mesighakaa ‘he denied doing it’
mesiigh-1	verb root	"to dip food into oil preparatory to eating it; to eat, dipping the food into oil first"	mesiightuq ‘he dipped food into oil (and ate it)’; mesiighaa ‘he dipped it into oil (and ate it)’ /
mesiigh-2	verb root	to remove liquid from (it)	mesiighaa ‘he removed the liquid from it’ /
mesiighqe-	verb root	to oil; to get oily; to get or put oil on	"mesiighquq ‘he got oily, or put oil on himself’; mesiighqaa ‘he put oil on it, oiled it’ /"
mesiighqusiq	noun root	kerosene	No information given.
mesiighquute-	verb root	to cook in oil; to drop into oil	Chukotkan (R)
mesiilghutaq	noun root	vessel for holding or storing oil; gas can; oil can	No information given.
mesiinae	noun root	sewing machine; machine	kakiiquq mesiinekun ‘she is sewing with a sewing machine’
mesiipik	noun root	seal oil	No information given.
mesiiq	noun root	oil; oil dip for food	mesiighrugnilnguq ‘greasy food’; mesiingllaghtuq he's making oil from solid fat’
mesughsugni-	verb root	to be a clear liquid	No information given.
mesughtuqaq	noun root	something with a high liquid content	No information given.
mesughtuqe-	verb root	to ooze or run (of a sore or cut)	No information given.
mesugusugnagh-	verb root	to be swampy	Chukoktan (R)
mesunge-	verb root	to get wet; to get soaked	mesunguq ‘it got wet (as from rain)’ /
mesungesak	noun root	killer whale; orca (Orcinus orca)	No information given.
mesungleqe-	verb root	to get thoroughly soaked	= mesungteqe-
mesungteqe-	verb root	to get thoroughly soaked	= mesungleqe-
mesuq	noun root	liquid; juice; water in marshland; wetness on clothing	"mesughtuuq ‘it is juicy, wet through and through’; Nunivak paga mesughllaguuq eslallugem kingunganeng. ‘The tundra up there is full of water after the rain.’ (SLI JR. DICT. 98)"
mesuuna	noun root	comb; hairbrush (by extension)	"also used in the plural, mesuunat, for one comb"
mesuuna-	verb root	to comb the hair; to brush the hair (by extension)	"mesuunaaq ‘he combed his (own) hair’; mesuunaa ‘he combed his (another's) hair’ / Fast-eneghpeni aghmigaqillu mesuunaaqillu, ilagpenun nallukesqelluku fast-ellghen. ‘When you fast, wash your face and comb your hair and don’t let your fellows know that you are fasting.’ (Matthew 6.17-18)"
mesuunavak	noun root	large ice pick	"used in the plural, mesuunavaget, for one pick"
metagh-	verb root	to smother	No information given.
meteghlluk	noun root	common raven (Corvus corax)	"Meteghllugllagnguq taana estaaghaamalghii. ‘That big raven was out sliding on the snow.’ (KALLAG. 17);  Ungipaghaninguq imani meteghlluget, anipat qateperewaaghuyalghiit.  Anipankuk meteghllugenkuk piniqutepigsalghiik, quunpeng qerngaghmetaqelghiik. ‘In the story it is said that back then ravens and owls were white in color. The owl and the raven were friends, always staying with each other.’ (SIVUQ. NANGAGH. 3:222)cf. metghaq"
meteghyaq	noun root	eyebrow; eyebrow hair; partition on a seal-oil lamp	meteghyanka ‘my eyebrows’
metenge-	verb root	to suddenly fly up; to suddenly ascend	"anipam qawaak naluguma akuqaghluku metengaghaghtuq ‘the owl  grabbed a landed bird and suddenly flew upward’; tengegkayuk nalugnaqsaghluni metenguq quulmun ‘the airplane was going to land, but it suddenly ascended’"
metengqe-	verb root	to be too big to fit (garment); to not fit (garment) because it is too small; to outgrow (garment)	mekelghiighem atkuni metengqaa ‘the boy outgrew his parka’; aatkani metengqelluki lliighii angliyalghiimi ‘he can’t fit his clothes anymore because he has grown’
metengtaq	noun root	dorsal fin	No information given.
metghaghrak	noun root	a certain edible plant that grows in sandy soil (Honckenya or Arenaria peploides); oysterleafs (Mertensia maritime)	Chukotkan (R)
"metghaq, metghapik"	noun root	common eider (Somateria mollissima) ; parka made of eider skin with feathers	cf. meteghlluk
metghiq	noun root	type of stitch	exact identification undetermined
metigh-	verb root	to make a sly remark	No information given.
metngaamsiig-	verb root	to hop around (of bird or person)	metngaamsiigtuq ‘he or it is hopping around’ / cf. metngegh-
metngegh-1	verb root	to steal away; to kidnap	metngeghtuq ‘he stole away’ / metngeghtestaa ‘he caused her to leave without telling anyone’; metngeqaghvikaa ‘he stole a quick visit to her’
metngegh-2	verb root	to leap; to jump; spring up	metngeghtuq ‘he or it sprung up’
metngeghute-	verb root	to kidnap; to run off or steal away taking (him/it)	"metngeghutaa ‘he stole away with it; kidnapped him’ / Tannget metngeghutkaat, igleghtengngiinaamaluku qenwat upenghaamalghii. ‘The nomads stole him away, kidnapped him, and they were still traveling in springtime.’ (AKIINGQWAGH. 77)"
metngeqagh-	verb root	to jump quickly or far	"Quyillegni qepghaghluni, qepghaghluni aghyuqsami metngeqaqruguftuq. ‘He worked for the Chukchi, and as he worked when he became homesick, he made his escape.’ (SIVUQ. NANGAGH. 2:124)"
metughi-	verb root	to get louder	metughiiq 'it got louder'
mevliighqe-	verb root	to speak loudly and/or unintelligibly due to anger; to speak angrily with a raised voice	sameng taana mevliighqaqa? ‘what is he speaking angrily about?’; tazingkuk esgha sameng mevliighqullghiik ‘those two over there are speaking loudly at each other’
mezighqumangilnguq*	noun root	"one who is sloppy, untidy"	Chukotkan (R)
mighu-	emotional root	unappetizing	mighukaa ‘he finds it unappetizing’; mighuyugtuq ‘he finds something unappetizing’; mighunaghtuq ‘it is unappetizing’; mighuyuglunga neghenghitunga ‘I didn’t eat because I found the food unappetizing’ ; qawaagmeng aghipaan neghelghiit mighuyugtaatnga ‘watching them eating eat raw bird “grossed me out”’
mighyagh-	verb root	to vomit	"mighyaghtuq ‘he vomited’; mighyaghaa ‘he vomited it out, or vomited on it’ / mighyaghnaghtuq ‘it makes one vomit or want to vomit’; mighyaghyugtuq ‘he feels nauseated’"
mighyasnguyug-	verb root	to feel nauseated	mighyasnguyugtuq ‘he feels nauseated’ /
mighyasnguyuk	noun root	nausea	No information given.
mighyastaq	noun root	one with a weak stomach	No information given.
miglegrungiq	noun root	young female tusked walrus with calf	cf. meke-; = minglegruniiq
miigh-	verb root	to melt snow or ice for water	miightuq ‘he melted snow or ice’; miighaa ‘he melted it’ / cf. meq
miigtagh-	verb root	"to make pounding, booming, knocking or thudding noise"	Aqlaghaghhneghaniqun mangteghat saaqelghiit miigtaghaqelghiit wetngaaqwaaqelghiit aqlaghami. ‘Whenever it got cold the houses would make a thudding noise and creak in the cold.’  (SIVUQ. NANGAGH. 2:260)
miigte-	verb root	"to hold a drumming, singing and dance session in a newly completed house"	taakunnguq miignaqut ‘they say those people are going to hold a drumming singing and dance session in their new house’
miiguute-	verb root	to bang; to tap; to pound (not with hand)	"Iiwen unugaqaa qakma miiguutuq. Kii, ilutmun aneghsalghiimi, uka qagit iteghtut taghyut. Qagighllagaat, nenglu eslemkaghaghtaat, …. ‘Just when night came there was pounding out there. Gee, when he tried to breathe, the sea waves came in. Big waves came into it and filled the house, ….’ (AYUM. UNGIP. I:16)"
miik	noun root	"loud noise, like thunder"	No information given.
miikevleghaq	noun root	faint or distant noise	No information given.
miinglun	noun root	wall	Nunivagem tungangani nenglumi miinglutanga qelpeghsimakanga. Awergha nusugraamakanga. ‘Then she uncovered the wall on the side of the semi-subterranean house facing the tundra. She pulled out furs.’ (AYUM. UNGIP. 1:26)
miisigh-	verb root	to soak	miisightuq ‘he soaked something’; miisighaa ‘he soaked it’ /
miisiisiq	noun root	vessel for soaking things	"used in the dual, miisiisik, for one such vessel"
miita	particle	this time act differently; for a change	cf.  emta
miitalgi	particle	without fail; certainly; as expected	
miite-1	noun root	No information given.	"root;  > miisigh-, miitghutaq; cf. meq"
miite-2	verb root	to follow one’s husband around as he engages in a certain ritual after catching a whale	No information given.
miitghutaq	noun root	vessel for soaking things	No information given.
miiwen	particle	maybe	Aliighwaaghaa miiwen tengegkayuget tagillequt. ‘The weather is very clear so maybe the airplane will come.’ (Akiingqwagh. 114); Aghtughluku tuqlughaghaataneghmeng miiwen sivumeggni atghaamanayukan aghnaghaat mengteghamun atghaamalghiit. ‘When they had no success in calling her, they thought she might have gone ahead of them, so the girls went toward home.’ (UNGIPAGHAH. 150) "
miksagaghpak	noun root	four year old bull walrus	No information given.
miksagaq	noun root	two year old bull walrus	cf. meke-
milegmiqe-	verb root	to be made sad; to make sad; to sadden	milegmiquq ‘he has been saddened by someone or something’; milegmiqaa ‘he or it made her feel sad’ / Nanevgaghllagem yaghlegi taghnughhaghhaak milegmiqaak. Ellngannguq uyvalalukek tuququmaftaak angayuqakek. ‘The old man made the children sad. He said that he’d killed their parents with sorcery.’ (UNGIPAGHAGH. 37)
milegnatun	particle	causing sadness	
milegtaagh-	verb root	to feel sad; to be downhearted; to be depressed	"milegtaaghtuq ‘he feels sad, downhearted, depressed’ /"
milek	noun root	patch on boot sole	Chukotkan (R)
milugh-	verb root	to throw something; to throw something at (him/it)	milughtuq ‘he threw something’; milughaa ‘he threw something at her or it’ / milughaa qikmiq uyghagmeng ‘he threw a rock at the dog’; miluutaa ‘he threw it somewhere’
milughmig-	verb root	"to throw things (especially, rocks) at (him/it)"	milughmigaa ‘he threw things at her’ /
milughru	noun root	the number nine (in a counting or finger naming jingle for children)	"the entire jingle is: aatati, pututati, aanqaghreki, tekiina, kumlu, aasi, taawra, qilughru, milughru, qughru 'one, two, three, four, five, six, seven, eight, nine, ten'"
miluqutaq	noun root	edible sea creature with tough skin and dark orange insides	said to be so called because it is thrown to the ground in order to kill it; exact identification undetermined; Miluqutat miluqutaqelghiini uniiqayuget. ‘This kind of sea creature when thrown down repeatedly becomes soft [dies and is edible].’ (SLI JR. DICT. 101)
miluta	noun root	first fall ice	"Chukotkan (R); used in the dual, milutek"
miluusaghqaq	noun root	offering (usually a piece of meat)	Chukotkan (R)
miluute-	verb root	to throw (it)	miluutaa ‘he threw it’ / miluutaa uyghak qikmimun ‘he threw the rock at a dog’
miluyagaghpaghqu-	verb root	to step with big strides (as in a certain competition)	"Yugem qawaagtani unguvaasaghluku meghmun ateghtestegpenaan malighqaghyaqminigu miluyagaghpaghquyalghiimi aga tugaa. ‘The man injured the bird he shot, and before it got to the water he stepped with big strides, so he was able to take it.’ (SULUWET 109)"
mimeghnaaq	noun root	tree stump with roots	Chukotkan (R); = memeghnaaq
minagh-	verb root	to bring food over to people in a different place	No information given.
mineq	noun root	scum	Chukotkan (R)
mingilate-	verb root	to scatter; to strew	mingilatut ‘they are scattered’; mingilatii ‘he scattered them’ / mingilatiiq ‘he scattered things’; cf. minglae
mingite-	verb root	to scatter; to strew	cf. mingilate-
minglae	noun root	wall; fence; boundary; side of mountain at base; horizon	Naaygham minglengiighhaakun igleghutukut. ‘We walked along the side of the mountain.’ (SLI JR. DICT. 101); cf. mingllun
minglegruniiq	noun root	young female tusked walrus with calf	cf. meke-; = miglegrungiq
mingllegte-	verb root	to tidy up; to straighten up	mingllegtuq ‘he tidied up’; mingllegtaa ‘he tidied it up’ / cf. mingla
mingllite-	verb root	to put away	mingllitaa ‘he put it away’ / mingllitiiq ‘he put something away’; cf. mingla
mingllu-	verb root	to pile sod against the wall of house (as to insulate it); to insulate the wall(s)	"Mangteghat mingllulghiini, supugiitkayuget. ‘When sod is piled against the walls of a house, it cuts the draft.’ (SLI JR. DICT. 101); cf. mingla"
mingllun	noun root	wall; fence; boundary	cf. minglae
mingug-	verb root	to rub	mingugtuq ‘he rubbed himself (e.g. his eyes)’; mingugaa ‘he rubbed it’ / mingugutuq ‘he rubbed or brushed himself against something’; mingugiiq ‘he rubbed something’
mingughhu-	verb root	to smear something onto (it); to get dirty	mingughhwaak tipelek sunameng ‘he smeared the table with dirt’; mingughhutaa suna tipelegnun ‘he smeared dirt all over the table’
mingugusiq	noun root	washboard	"used in the dual, mingugusik, for one washboard"
mingwaagtuute-	verb root	"to rub oneself on, in, or with something"	"Pangalwaaghluni, pangalwaaghluni, ufsughqutaqluni, mingwaagtuulluni anigukun pangalwaaghluni, … ‘He [wolf] ran around and ran around, shook himself, rubbed himself in the snow, and ran around some more, …’ (KALLAG. 21); cf. mingug-"
mitegha	noun root	ochre; red dye stone	Chukotkan
mitghugh-	verb root	to go somewhere but not return as expected; to promise to do something but not follow up on it	"aghvighluni mitghuqaaguq ‘he left (to the mainland) and hasn’t come back’; akeqlunga mitghughtuq ‘she promised me, but she didn’t make good on her promise’"
"mitingae, mitiingae"	noun root	meeting	No information given.
mughaya-	verb root	to walk through deep snow	mughayaaq ‘he walked through deep snow’ / cf. mughu-
mughayaneq	noun root	deep soft snow	No information given.
mughleg-	verb root	to roll up with the ends inside; to hide by rolling up	"Chukotkan (R,V&E);  mughlegtuq ‘it rolled up; it hid by rolling up’ / mughlegtaa ‘he rolled it up tucking the ends inside’"
mughneq	noun root	sealskin strip folded and sewn between sole and upper part of a skin-boot; welt	No information given.
mughniqaq*	noun root	"high sealskin boot with hair side in, used in summer"	cf. mughneq
mughpagagh-	verb root	to fall down while walking	Chukotkan (V&E)
mughu-	verb root	to take a step sinking into soft snow	mughuuq ‘he took a step into deep snow’/
mughugte-	verb root	to take (it) away (as under the ice (of the water current))	"unangkani mughugsimanii peskuwaghulluni ‘he said that the current took his catch away under the ice’; kanaghluninguq mughugtevziimakanga ‘he stepped on slush ice and he almost got sucked under the ice by the current’; Kitum gguutnga mughugaghtekuvgu elpeklu gguten mughugaghsaghqaaguq. ‘If you take away someone’s tooth, your tooth too will be taken away. (“a tooth for a tooth”)’ (Matthew 5:38)"
Mughugyik	proper noun	Booshu Camp on  Moghoweyik R.  on St. Lawrence Is.	see Map 4 in Appendices
mughunniigh-	verb root	to go hunting on the sea ice	mughunniightuq ‘he went hunting on the sea ice’
mughunniighta	noun root	hunter on the sea ice	No information given.
mughunniiq	noun root	season or activity of hunting by traveling over the sea on	No information given.
mughute-	verb root	to hunt on the sea ice	mughutuq ‘he hunted on the sea ice’ /
mughuya-	verb root	to walk through deep snow	mughuyaaq ‘he walked through deep snow’
mughuyaneq	noun root	deep snow	No information given.
mughyug-	verb root	to submerge (of a seal) after poking its head out of the water	mughyugtuq ‘it submerged again’ /
mugu	noun root	group of travelers in the distance; caravan seen in the distance	No information given.
mugu-	verb root	to go away into the far distance; to move from place to place; for there to be a group of travelers in the distance	muguuq ‘he went away in the distance’ or ‘there is a group of travelers in the distance’
mugurin	noun root	track(s) of wandering reindeer herders	"Chukotkan (R); plural, muguritet, used for the tracks"
mugutin	noun root	gear necessary for travelling a long distance	Chukotkan (R)
mulaagh-	verb root	"to howl (of dogs, wolves, etc.); to roar"	"mulaaghtuq ‘it howled, roared’ /"
mulae	noun root	nipple	No information given.
"mulu-, muluugh-"	verb root	to tarry; to be gone for or to take a long time	muluuq or muluughtuq ‘he took a long time’ / muluughutaa ‘he kept it for a long time or worked on it for a long time’
mulunghituq	particle	before long	Mulunghituq Taykegergen esnameng taglaamalghii mengteghaminun. ‘Before long Taykegergen came up from the shore to his house.’ (UNGIPAGHAGH. 20); Piniightaa mulunghituq, maaveklu tagiiqluni. ‘He recovered completely before long, and he would come here.’ (SIVUQ. NANGAGH. 3:46)"
mumegh-	verb root	to go sideways	Chukotkan (R)
mumeq	noun root	drumstick (stick for beating a drum)	No information given.
mumig-	postural root	turned over; translated	 mumigtuq ‘he turned over’; mumigtaa ‘he turned it over, translated it’; mumigngaaq ‘it is turned over’"
mumigtelleq	noun root	translation; act of turning over; something turned over	No information given.
mumigtisiq	noun root	spatula	No information given.
muuga	noun root	sweetness; sweets	Muugameng neghlunga gguusiqunga. ‘I ate some sweets and had a toothache.’ (SLI JR. DICT. 53)
muugaghte-	verb root	to become sweet	muugaghtuq ‘it got sweet’
muugate-	verb root	to be sweet	muugatuq ‘it is sweet’ / muugalnguq ‘sweet thing’
muughpag-	verb root	to flee under water (of sea mammal)	"maklak saamteggun muughpagtuq ‘the bearded seal fled under us’; muughpaglleghhii naghullegluku akuuraamaa ‘it was fleeing, and he harpooned it and caught it’"
muughpagte-	verb root	to escape under the surface of the ocean (of sea mammal)	No information given.
muutaq	noun root	material that someone has asked to have work done on	No information given.
muute-	verb root	to ask someone to do something about (it)	muutaa ‘he asked someone to do something about it’ / yugem atkuk muutaa kakisqelluku aghnamun ‘the man asked the woman to sew up the parka’
muutighvike-	verb root	to ask (him) to do something	muutighvikaa ‘he asked her to do something’; = muutighvike-
muutivike-	verb root	to ask (him) to do something	muutivikaa ‘he asked her to do something’ / yugem aghnaq muutivikaa ayapghaatanglliisqelluni ‘the man asked the woman to make him mittens’; = muutighvike-
na	particle	no	
na-	verb root	to be where?	"used only with transitive (impersonal subject) interrogative endings: naagu? ‘where is it?, where is he?’; naaki? ‘where are they?’; naakek? ‘where are they2?’; cf. nani, naten"
naa	noun root	mother	"naaka ‘my mother’; naanga ‘his mother’; Maaten ilangani aghnaghaam naani pimakanga, ""Ataka, iiwen anengaanka ivaghyaghtughnayaqenka."" Naangan pimakanga, ""Iwerngaqun iflallequten."" ‘One time the girl said to her mother, “I’ll go search for my father and my brothers.” Her mother said to her, “But you’ll get lost.” (UNGAZ. UNGIP. 13); cf. anaana, enaangaay"
naafqe-	verb root	to break; to cause to break; to run make a break for it; for weather to become bad	naafquq ‘he made a break for it’ or ‘it (the weather) got bad’; naafqaa ‘he broke it’ / naafqiiq ‘he broke something’; tangyeghmigegka ifkaghlukek naafqagka ‘dropping my wristwatch I broke it’
naafqemmi	particle	at the time of bad weather	
naafqii-	verb root	to cause a disturbance	naafqiiguq ‘he caused a disturbance’
naafte-	verb root	to get stormy; for a blizzard to arise	naaftuq or naaftaa ‘it is getting stormy’
naaggute-	verb root	to trip over something	No information given.
naagh-	verb root	to smell; to sniff; to kiss	"naaghtuq (or naaghutuq) ‘he smelled something’; naaghaa ‘he smelled it, kissed her’ / naaghutuk ‘they2 kissed’"
naaghsagh-	verb root	to ignite; to light	naaghsaghaa ‘he lit it’ /
naaghsaq	noun root	match (for lighing fire)	No information given.
naaghte-	verb root	to anesthetize with ether or the like	No information given.
naaghwaagh-	verb root	to sniff; to smell an odor for a while	naaghwaaghtuq ‘he sniffed’; naaghwaaghaa ‘he sniffed it’ / Mesiighpagni meghnuutaqa naaghwaaneghmeng. ‘I am tired of smelling the odor of oil.’ (SLI JR. DICT. 109)
naagsagh-	verb root	to target shoot	naagsaghtuq ‘he is target shooting’; naagsaghaa ‘he's target shooting with it (the gun)’ / naagsaghvikaa ‘he's target shooting at it’; cf. nakegh-
naagsaq	noun root	target	No information given.
naagte-	verb root	to stumble; to trip	naagtuq ‘he tripped’ / uyghagkun naagtuq ‘he tripped on a rock’; = aagte2-; cf. nakligh-
naagu	noun root	where is it?; where is he/she?; somewhere	"naagu suflugaqa? ‘where is my gun?’; Kayngeghllagem pimakanga, ""Quyngiq qerngughsaghtughnaqaqa."" Taagken aviilluni, aviiteghllagluni iitghumalghii. Aapsimakanga nanevgam, ""Qayugham naagu?"" ‘The bear said to him, ""I am about to go gather the reindeer."" After being away for a long time, he came back inside. The old man asked him, ""So then, where is it (are they)?""’ (AYUM. UNGIP. III:15); Egllullgaaftuqlu taawa naagu suflugmeng ivaghnaghhaq. Tamaa copper-et, legan taakwavek suqlughlluki, wayameng sameng, wayaghtuftuqlu copper-meng tamaa. Sufluget taaqiit. ‘Evidentally it had a stove, and somewhere a stovepipe was to be sought. They bent copper (sheets) and wired (that is, wrapped) it with copper wire. They finished the stovepipe.’ (SIVUQ. NANGAGH. 2:166)"
naakaghqaq	noun root	"step, foster or adoptive mother"	No information given.
naakghite-	verb root	to be a poor shot	No information given.
naaknaaq	noun root	"aunt, in the sense of one's uncle's wife; bad mother; stepmother through father's remarriage"	No information given.
naalkaq	noun root	seat of pants	"used in the dual, naalkak, for the seat of one pair of pants"
naalke-	verb root	to find	naalkaa ‘he found it’ / naalkutuq ‘he found something’; naalkefikaa ‘he found something of his on her (she had stolen it)’; Iyegaategka iflakagka estugaghmeng naalkagka. ‘I found my eyeglasses that I’d lost at the store.’ (SLI JR. DICT. 104)
naalkutaaq	noun root	found thing	No information given.
naalkute-	verb root	to find something	naalkutuq ‘he found something’ /
Naalla	proper noun	north beach of Gambell	see Map 7 in Appendices
naallghute-	verb root	to fix or get fixed; to repair; to correct; to align or adjust	"naallghutuq ‘it’s gotten fixed’; naallghutaa ‘he fixed it, adjusted it’ /"
naama-	verb root	to be sufficient; to be enough	naamaaq ‘it is sufficient’ / qiipaghaghqaq naamaaq ‘there is enough parka material’
naamakaghte-	verb root	to get enough	Naamakaghtaqa kaviiq angyangnatkaghqastun. ‘I got enough fox (pelts) to buy a boat.’ (SLI JR. DICT. 104)
naamake-	verb root	to fit into	naamakaa ‘he fits into it’/ atkuka naamakaqa ‘my parka fits me’ (literally: ‘I fit into my parka’)
naamigte-	verb root	to go as far as; to complete	"naamigtaa ‘he completed it’ or ‘he went as far as it’ /… piyaaluteng tuvaq naamiglluku, uteghmun qiivyalghiimeng, uyughaat aviituq. ‘… walking along they got to the shorefast ice, and when they went back home their brother was gone.’ (AYUM. UNGIP. I:12)"
naange-	verb root	to come to an end; to be all gone; to be consumed; to be finished; be used up	naanguq ‘it is all gone’ or ‘(it is) the end’ / naangtaa ‘he used it up’; naangutuq kufimeng ‘he is out of coffee’; naangyaghaq ‘the ending’; cf. naangquq
naangelleq	noun root	residue	No information given.
naanghaq	noun root	fat (especially cow walrus); cow walrus blubber	cf. naangghaq
naangilnguq	noun root	motherless child	No information given.
naangneq	noun root	leftover; end	naangnengunani ‘endlessly’
naangngwaaghaan	noun root	swing for playing	"used in the dual, naangngwaaghhaatek, for one swing"
naangngwaaghagh-	verb root	to swing at play	naangngwaaghaghtuq ‘he was swinging’; naangngwaaghaghtaa ‘he is swinging it’
naangqiqe-	verb root	to work on ivory	naangqiquq ‘he worked on ivory’ /
naangqughtaq	noun root	ivory piece on keel of boat	No information given.
naangquq	noun root	piece of ivory (hard part); tusk (hard part)	cf. naange-; Uunghat neghighluku naangqumeng tuugqelghiit. ‘Harpoons of times past had ivory points.’ (SLI JR. DICT. 105)
naanneghite-	verb root	"to be nowhere else, but ... (in a certain place)"	No information given.
naanqaghqe-	verb root	to pay off a debt	"asengemi nuughtellgha naanqaghqaa ‘he payed off his bills’; qelaneghpenang pikengegkuma naanqaghqennaaghamken ‘don’t get impatient, I will pay you off when I get the wherewithal’"
naapniigh-	verb root	to go trapping	Chukotkan; naapniightuq ‘he's going trapping’ /
naapniighta	noun root	trapper	Chukotkan
naapte-	verb root	to catch with trap or net	naaptuq ‘he caught something; naaptaa he caught it’ / Negaghpagput akimigaq naapsimalghii amaghtumeng. ‘Our net caught fifteen humpback salmon.’ (SLI JR. DICT. 105); Naapta kaviiq esghaghaqa taawa unkusegpegun. ‘I saw a fox getting caught there in your trap.’ (SLI JR. DICT. 105)
naaqa	noun root	small surf wave	Chukotkan (V&E)
naaqaa-	verb root	to smell (have a smell); emit an aroma	"Amik qelpeghngamaluku imaninguq sangwaa naaqaaluni neqniipiglleghhii aana. ‘The door being  open something there coming out, very delicous, had an aroma .’ (IGHSANI. AFSENG. 2)"
naarqaq	noun root	scalp of animal including skin from face	No information given.
naasaghagh-	verb root	to estimate; to predict; to measure	No information given.
naasaghaq	noun root	marker indicating something	siqineq naasaghaakun piituq ‘the sun rose in the direction indicated by his marker’; angyat naayghaq naasaghaqluku taglaghtut ‘the boat went home using the mountain as a marker’
naasiigh-	verb root	to taste; to experience	naasiightuq ‘he tasted something’; naasiighaa ‘he tasted it’ / naasiiqaghhu taana ugkem qayaa ‘taste that meat broth please’; naasiighutuq ‘he tasted or experienced it’; naasiighutuq kayum qayaaneng eslami gaaqameng ‘he tasted some broth from sculpin that had been boiled outdoors’; naasiighutuq tawatelngughmeng teghigniqelleghmeng alikegpenakek angayuqagni talwa ‘he  experienced that kind of enjoyment without fearing his parents' reaction’
naasqiqe-	verb root	to have a headache	naasqiquq ‘he had or has a headache’ / naasqiqsagutuq ‘he started having a headache’; naasqiqnaghtuq ‘it causes headaches’
naasqughiitaq	noun root	headband	#NAME?
naasqughlluk	noun root	aged (for eating) fish head	No information given.
naasquq	noun root	head; leader	"naasqwa ‘his head’; Aawyaghllak, naasqughllaga uuknaghllaga kiiluugteghllakaq. ‘He had a blood clot; this side of his entire head was all covered with cuts.’ (SIVUQ. NANGAGH. 3:40)"
naasquvrak	noun root	bowl; rounded container	Naasquvrak mesiighmeng imighaqa. ‘I filled the bowl with seal oil.’ (SLI JR. DICT. 106)
naate-	verb root	to complete (bring up to full number); to be complete; to be sufficient	"naatuq ‘it is complete’; naataa ‘he completed it’ / qiipaghaghqaq naatuq ‘the parka material is complete, there is now sufficient parka material’; naatuqun ‘an addition which completes something’; asengeni naataa ‘he paid her debt in full’"
naatghigh-	verb root	for one's boot sole to wear out	naatghightuq ‘his sole wore out’ /
naave-	verb root	to break	naavuq ‘it broke’ / naavngaaq ‘it is broken’;
naavelleq	noun root	ruin(s); broken piece(s)	"used in the plural, naavellghet, used for one ruin"
naavghusaq	noun root	item given in exchange for something	No information given.
naavghute-	verb root	to exchange; to change or trade places	naavghutuk ‘they2 traded places’; naavghutaa ‘he exchanged it’ / naavghutaa angyani suflugalegnun ‘he exchanged his boat for guns’
